개방자치단체코드,관리번호,시도명,시군구명,관리구역명,관리구역대상지역명,배출장소유형,배출장소,생활쓰레기배출방법,음식물쓰레기배출방법,재활용품배출방법,일시적다량폐기물배출방법,일시적다량폐기물배출장소,생활쓰레기배출요일,음식물쓰레기배출요일,재활용품배출요일,생활쓰레기배출시작시각,생활쓰레기배출종료시각,음식물쓰레기배출시작시각,음식물쓰레기배출종료시각,재활용품배출시작시각,재활용품배출종료시각,일시적다량폐기물배출시작시각,일시적다량폐기물배출종료시각,미수거일,관리부서명,관리부서전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
5450000,202354500000400337,경상남도,산청군,삼장면 석남마을,삼장면 석남마을,거점수거,삼장면 석남리 383-1(수집장 울타리),종량제 규격 봉투에 넣어 수집장에 배출,물기를 줄여 음식물 종량제 봉투에 넣어 수집장에 배출,투명한 비닐봉투에 담거나 끈으로 묶어서 배출,"읍면에서 배출확인서를 발급 후
개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",화,화,화,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,수요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400244,경상남도,산청군,신등면 모례리,신등면 모례리,거점수거,신등면 모례리 423-1(모례마을회관 앞),"종량제 규격 봉투에 넣어
지정요일에 배출",물기를 줄여 음식물 종량제 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",목,목,화+수,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,"금요일 외 다른 요일 및 공휴일(재활용품은 수,목요일만 수거)",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:55,2023-12-20 10:21:35
5450000,202354500000400231,경상남도,산청군,삼장면 평촌마을,삼장면 평촌마을,거점수거,삼장면 평촌리 460-1(수집장 울타리),종량제 규격 봉투에 넣어 수집장에 배출,물기를 줄여 음식물 종량제 봉투에 넣어 수집장에 배출,투명한 비닐봉투에 담거나 끈으로 묶어서 배출,"읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",화,화,화,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,수요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:55,2023-12-20 10:21:35
5450000,202354500000400364,경상남도,산청군,단성면 성내리,단성면 내원마을,거점수거,단성면 성내리 596-2,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 종량제 규격 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),수,일+화+목,수,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,"화, 토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400239,경상남도,산청군,신등면 가림마을,신등면 가림마을,거점수거,신등면 가술리 509-7(가림마을회관 앞),종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 종량제 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,"산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",목,목,화,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,금요일 외 다른 요일 및 공휴일(재활용품은 수요일 수거),환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:55,2023-12-20 10:21:35
5450000,202354500000400326,경상남도,산청군,생초면 소재지7,생초면 소재지7,거점수거,생초면 어서리 89-2,종량제 규격 봉투에 넣어 지정 장소에 배출,물기를 줄여 음식물 전용 용기에 넣어 수집장에 배출(이 경우 문전 수거),투명한 비닐봉투에 담거나 끈으로 묶어서 배출,"읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",일+월+화+수+목,일+화+목,수,20:00,09:00,20:00,06:00,20:00,09:00,09:00,17:00,"토, 일, 공휴일(음식물은 월, 수, 금요일만 수거, 재활용품은 목요일만 수거)",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400387,경상남도,산청군,신안면 하정리,신안면 원지장례식장,거점수거,신안면 하정리 453-1,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),목,수,목,20:00,12:00,20:00,09:00,20:00,12:00,09:00,17:00,"목, 금요일 외 다른 요일 및 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400386,경상남도,산청군,신안면 안봉리,신안면 둔철전원주택,거점수거,신안면 안봉리 산24-50,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),화,화,화,20:00,12:00,20:00,12:00,20:00,12:00,09:00,17:00,수요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400378,경상남도,산청군,단성면 관정리,단성면 관정마을,거점수거,단성면 관정리 248-8,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 종량제 규격 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),일,일+화+목,일,20:00,12:00,20:00,09:00,20:00,09:00,09:00,17:00,"화, 토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400339,경상남도,산청군,신안면 소재지8,신안면 서전골든뷰 등,거점수거,신안면 하정리 738-1,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),일+월+화+수+목,일+화+수+목,일+수+목,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,"토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:55,2023-12-20 10:21:36
5450000,202354500000400352,경상남도,산청군,장재마을,장재마을 등,거점수거,산청읍 장재길 89,"종량제 규격 봉투에 넣어
지정요일에 배출","종량제 규격 봉투에 넣어
지정요일에 배출","투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",화,화,수,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,수요일(재활용품은 목요일) 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400333,경상남도,산청군,금서면 자혜마을,금서면 자혜마을,거점수거,산청군 금서면 자혜리 573-38(자혜마을회관 앞),"종량제 규격 봉투에 넣어
지정요일에 배출",물기를 줄여 종량제 규격 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",수,수,수,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,목요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400299,경상남도,산청군,산청 어천(어리내),어천(어리내)마을 등,거점수거,산청읍 내리 산84-9(어리내마을 수집장 울타리),"종량제 규격 봉투에 넣어
지정요일에 배출",물기를 줄여 재활용 규격봉투에 넣어 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",일+수,일+수,월,20:00,12:00,20:00,12:00,20:00,09:00,09:00,17:00,"월, 목요일(재활용품 화요일) 외 다른 요일 및 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400282,경상남도,산청군,내정마을,내정마을 등,거점수거,산청읍 정곡리 777,"종량제 규격 봉투에 넣어
 지정요일에 배출","물기를 줄여 종량제 규격 봉투에 넣어
 지정요일에 배출","투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",수,수,수,20:00,12:00,20:00,12:00,20:00,12:00,09:00,17:00,목요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:35
5450000,202354500000400216,경상남도,산청군,생비량면 법평,법평마을 등,거점수거,생비량면 가계리 1263,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 종량제 규격 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),화,화,화,20:00,12:00,20:00,12:00,20:00,09:00,09:00,17:00,수요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:55,2023-12-20 10:21:35
5450000,202354500000400285,경상남도,산청군,자신마을,자신마을 등,거점수거,산청읍 정곡리 800-1(폐비닐 집하장 포함),"종량제 규격 봉투에 넣어
 지정요일에 배출",물기를 줄여 종량제 규격봉투에 넣어 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",월,월,월,20:00,12:00,20:00,12:00,20:00,12:00,09:00,17:00,화요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:35
5450000,202354500000400214,경상남도,산청군,생비량면 송계,송계마을 등,거점수거,생비량면 가계리 1322,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 종량제 규격 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),화,화,화,20:00,12:00,20:00,12:00,20:00,09:00,09:00,17:00,수요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:55,2023-12-20 10:21:35
5450000,202354500000400388,경상남도,산청군,신안면 신안리,신안면 명동마을,거점수거,신안면 신안리 117-29,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),목,목,목,20:00,12:00,20:00,12:00,20:00,12:00,09:00,17:00,금요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400319,경상남도,산청군,신안면 소재지,신안면 원지2구 정자나무 등,거점수거,신안면 하정리 813-255,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),일+월+화+수+목,일+화+목,일+수+목,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,"토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400403,경상남도,산청군,시천면 소재지,시천면 소재지,거점수거,시천면 사리 932-5,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),일+월+화+수+목,일+화+목,일+수+목,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,"토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400295,경상남도,산청군,산청읍 소재지2,산청읍 소재지2,거점수거,산청읍 산청리 255-9 (재활용 동네마당),"종량제 규격 봉투에 넣어
 지정요일에 배출",물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",일+월+화+수+목,일+화+목,월+수,20:00,06:00,20:00,06:00,20:00,06:00,09:00,17:00,"토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400228,경상남도,산청군,삼장면 소재지,삼장면 소재지,거점수거,삼장면 대포리 107-3(삼장면사무소 뒤편 울타리 수집장),종량제 규격 봉투에 넣어 수집장에 배출,물기를 줄여 음식물 종량제 봉투에 넣어 수집장에 배출,투명한 비닐봉투에 담거나 끈으로 묶어서 배출,읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,"산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",화,화,화,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,수요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:55,2023-12-20 10:21:35
5450000,202354500000400368,경상남도,산청군,단성면 남사리,단성면 남사마을,거점수거,단성면 남사리 산209,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 종량제 규격 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),월+수,월+수,일,20:00,12:00,20:00,12:00,20:00,09:00,09:00,17:00,"수, 금, 토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400410,경상남도,산청군,시천면 원리,시천면 국동마을,거점수거,시천면 원리 834-3,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),일+월+수+목,월,월,20:00,09:00,20:00,09:00,20:00,12:00,09:00,17:00,"수, 토, 일 및 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400335,경상남도,산청군,금서면 방곡마을,금서면 방곡마을,거점수거,산청군 금서면 방곡리 821(방곡마을회관 앞),종량제 규격 봉투에 넣어 지정요일에 배출,"물기를 줄여 종량제 규격 봉투에 넣어
지정요일에 배출","투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",수,수,수,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,목요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400287,경상남도,산청군,풍현마을,풍현마을 등,거점수거,산청읍 내리 133-4,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 종량제 규격봉투에 넣어 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",목,목,목,20:00,12:00,20:00,12:00,20:00,12:00,09:00,17:00,금요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:35
5450000,202354500000400395,경상남도,산청군,시천면 반천리,시천면 불계마을,거점수거,시천면 반천리 31-20,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),월,월,월,20:00,12:00,20:00,12:00,20:00,12:00,09:00,17:00,화요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400293,경상남도,산청군,산청읍 소재지6,경호마을 등,거점수거,"산청읍 덕계로 13-35(마을회관 옆, 축협 뒤)","종량제 규격 봉투에 넣어
 지정요일에 배출",물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",일+월+화+수+목,일+화+목,월+수,20:00,06:00,20:00,06:00,20:00,06:00,09:00,17:00,"토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400343,경상남도,산청군,신안면 소재지11,신안면 신안면사무소,거점수거,신안면 하정리 869-22,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),일+월+화+수+목,일+화+목,일+수+목,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,"토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:55,2023-12-20 10:21:36
5450000,202354500000400240,경상남도,산청군,신등면 월평마을,신등면 월평마을,거점수거,신등면 가술리 115-8,"종량제 규격 봉투에 넣어
지정요일에 배출",물기를 줄여 음식물 종량제 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",목,목,화,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,금요일 외 다른 요일 및 공휴일(재활용품은 수요일 수거),환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:55,2023-12-20 10:21:35
5450000,202354500000400402,경상남도,산청군,단성면 강누리,단성면 강누마을,거점수거,단성면 강누리 364-1(단성고등학교 앞),종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 종량제 규격 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),일+월+화+수+목,일+화+목,일+수+목,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,"토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400273,경상남도,산청군,신기마을,신기마을 등,거점수거,산청대로1286번길 15,"종량제 규격 봉투에 넣어
지정요일에 배출",물기를 줄여 종량제 규격봉투에 넣어 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",목,목,목,20:00,12:00,20:00,12:00,20:00,12:00,09:00,17:00,금요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:35
5450000,202354500000400241,경상남도,산청군,신등면 청산마을,신등면 청산마을,거점수거,신등면 가술리 878-2,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 종량제 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",월,월,화,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,화요일 외 다른 요일 및 공휴일(재활용품은 수요일 수거),환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:55,2023-12-20 10:21:35
5450000,202354500000400334,경상남도,산청군,금서면 상촌마을,금서면 상촌마을,거점수거,산청군 금서면 자혜리 565(상촌마을회관 앞),종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 종량제 규격 봉투에 넣어 지정요일에 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",수,수,수,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,목요일 외 다른 요일 및 공휴일,환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400391,경상남도,산청군,신안면 문대리,신안면 문대삼거리,거점수거,신안면 문대리 592-1,종량제 규격 봉투에 넣어 지정요일에 배출,물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출",읍면에서 배출확인서를 발급 후 개인차량을 이용하여 처리장으로 반입,산청농촌폐기물종합처리시설(생비량면 화현리 소재),월,월+수,화,20:00,09:00,20:00,09:00,20:00,09:00,09:00,17:00,"월, 금요일 및 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400270,경상남도,산청군,산청읍 소재지10,지리 등,거점수거,산청읍 지리 741-2(지리 재활용 동네마당),"종량제 규격 봉투에 넣어
 지정요일에 배출",물기를 줄여 음식물 전용용기에 넣어 배출(이 경우 문전수거)하거나 규격봉투에 담아 배출,"투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",일+월+화+수+목,일+화+목,월+수,20:00,06:00,20:00,06:00,20:00,06:00,09:00,17:00,"토, 일, 공휴일",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:35
5450000,202354500000400305,경상남도,산청군,금서면 매촌마을2,금서면 매촌마을2,거점수거,금서면 매촌리 710-6(매촌마을회관 앞),"종량제 규격 봉투에 넣어
지정요일에 배출","물기를 줄여 음식물 전용용기에 넣어
배출(이 경우 문전 수거)","투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",일+수,일+화+목,월,20:00,06:00,20:00,06:00,20:00,06:00,09:00,17:00,"월, 목요일 외 다른 요일 및 공휴일(음식물은 월, 수, 금요일 수거, 재활용품은 화요일 수거)",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
5450000,202354500000400328,경상남도,산청군,금서면 창주마을1,금서면 창주마을1,거점수거,산청군 금서면 매촌리 94-1,"종량제 규격 봉투에 넣어
지정요일에 배출","물기를 줄여 음식물 전용용기에 넣어
배출(이 경우 문전 수거)","투명한 비닐봉투
(또는 재활용 수거망, 전용봉투 사용)에 담거거나 끈으로 묶어서 배출","읍면에서 배출확인서를 발급 후
 개인차량을 이용하여 처리장으로 반입","산청농촌폐기물종합처리시설
(생비량면 화현리 소재)",일+월+화+수+목,일+화+목,월,20:00,06:00,20:00,06:00,20:00,06:00,09:00,17:00,"토, 일, 공휴일(음식물은 월, 수, 금요일만 수거, 재활용품은 화요일만 수거)",환경위생과,055-970-7132,2023-06-30,I,2026-03-26 22:36:56,2023-12-20 10:21:36
